0,1,2,3,4
BrowDe05,Derrick Brown,Auburn,Draft: Carolina Panthers in the 1st round (7th overall) of the 2020 NFL Draft.,"<img src=""Derrick Brown.jpg""/>"
BrowDu20,Duane Brown,VirginiaTech,Draft: Houston Texans in the 1st round (26th overall) of the 2008 NFL Draft.,"<img src=""Duane Brown.jpg""/>"
BrowDy00,Dyami Brown,NorthCarolina,Draft: Washington Football Team in the 3rd round (82nd overall) of the 2021 NFL Draft.,"<img src=""Dyami Brown.jpg""/>"
BrowEa00,Earnest Brown IV,Northwestern,"<img src=""Earnest Brown IV.jpg""/>",
BrowEv00,Evan Brown,SMU,"<img src=""Evan Brown.jpg""/>",
BrowJa06,Jayon Brown,,,"<img src=""Jayon Brown.jpg""/>"
BrowJo02,John Brown,,"<img src=""John Brown.jpg""/>",
BrowMa03,Malcolm Brown,,"More bio, uniform, draft, salary info","<img src=""Malcolm Brown.jpg""/>"
BrowMa04,Marquise Brown,"CollegeoftheCanyons(CA),",	,"<img src=""Marquise Brown.jpg""/>"
BrowMi02,Mike Brown,,"More bio, uniform, draft, salary info","<img src=""Mike Brown.jpg""/>"
BrowMo00,Montaric Brown,,Twitter:,"<img src=""Montaric Brown.jpg""/>"
BrowNo00,Noah Brown,OhioSt.,Draft: Dallas Cowboys in the 7th round (239th overall) of the 2017 NFL Draft.,"<img src=""Noah Brown.jpg""/>"
BrowOr00,Orlando Brown Jr.,Oklahoma,Draft: Baltimore Ravens in the 3rd round (83rd overall) of the 2018 NFL Draft.,"<img src=""Orlando Brown Jr..jpg""/>"
BrowPh01,Pharaoh Brown,Oregon,,"<img src=""Pharaoh Brown.jpg""/>"
BrowSp00,Spencer Brown,NorthernIowa,"<img src=""Spencer Brown.jpg""/>",
BrowSp01,Spencer Brown,,,"<img src=""Spencer Brown.jpg""/>"
BrowTo01,Tony Brown,Alabama,,"<img src=""Tony Brown.jpg""/>"
BrowTr03,Tre Brown,,"More bio, uniform, draft, salary info","<img src=""Tre Brown.jpg""/>"
BrowTr02,Trent Brown,"GeorgiaMilitary,",	,"<img src=""Trent Brown.jpg""/>"
BrowBa01,Baron Browning,OhioSt.,Draft: Denver Broncos in the 3rd round (105th overall) of the 2021 NFL Draft.,"<img src=""Baron Browning.jpg""/>"
BrunDa00,Daniel Brunskill,SanDiegoSt.,,"<img src=""Daniel Brunskill.jpg""/>"
BryaTa00,Taven Bryan,Florida,Draft: Jacksonville Jaguars in the 1st round (29th overall) of the 2018 NFL Draft.,"<img src=""Taven Bryan.jpg""/>"
BryaAu00,Austin Bryant,Clemson,Draft: Detroit Lions in the 4th round (117th overall) of the 2019 NFL Draft.,"<img src=""Austin Bryant.jpg""/>"
BryaBr00,Brandin Bryant,FloridaAtlantic,"<img src=""Brandin Bryant.jpg""/>",
BryaCo01,Coby Bryant,,Twitter:,"<img src=""Coby Bryant.jpg""/>"
BryaHa00,Harrison Bryant,FloridaAtlantic,Draft: Cleveland Browns in the 4th round (115th overall) of the 2020 NFL Draft.,"<img src=""Harrison Bryant.jpg""/>"
BryaMy01,Myles Bryant,Washington,,"<img src=""Myles Bryant.jpg""/>"
BuckDe00,DeForest Buckner,Oregon,Draft: San Francisco 49ers in the 1st round (7th overall) of the 2016 NFL Draft.,"<img src=""DeForest Buckner.jpg""/>"
BuggIs00,Isaiah Buggs,"MississippiGulfCoastCC,",	,"<img src=""Isaiah Buggs.jpg""/>"
BullJo00,Jonathan Bullard,Florida,Draft: Chicago Bears in the 3rd round (72nd overall) of the 2016 NFL Draft.,"<img src=""Jonathan Bullard.jpg""/>"
BullRa00,Randy Bullock,,Twitter:,"<img src=""Randy Bullock.jpg""/>"
BurfSp00,Spencer Burford,Texas-SanAntonio,Draft: San Francisco 49ers in the 4th round (134th overall) of the 2022 NFL Draft.,"<img src=""Spencer Burford.jpg""/>"
BurgTe00,Terrell Burgess,Utah,Draft: Los Angeles Rams in the 3rd round (104th overall) of the 2020 NFL Draft.,"<img src=""Terrell Burgess.jpg""/>"
BurkRe00,Rex Burkhead,,,"<img src=""Rex Burkhead.jpg""/>"
BurkOr00,Oren Burks,Vanderbilt,Draft: Green Bay Packers in the 3rd round (88th overall) of the 2018 NFL Draft.,"<img src=""Oren Burks.jpg""/>"
BurkTr00,Treylon Burks,Arkansas,Draft: Tennessee Titans in the 1st round (18th overall) of the 2022 NFL Draft.,"<img src=""Treylon Burks.jpg""/>"
BurnAr00,Artie Burns,Miami(FL),Draft: Pittsburgh Steelers in the 1st round (25th overall) of the 2016 NFL Draft.,"<img src=""Artie Burns.jpg""/>"
BurnBr00,Brian Burns,FloridaSt.,Draft: Carolina Panthers in the 1st round (16th overall) of the 2019 NFL Draft.,"<img src=""Brian Burns.jpg""/>"
BurrJu00,Juston Burris,,Twitter:,"<img src=""Juston Burris.jpg""/>"
BurrJo01,Joe Burrow,College:,  ,"<img src=""Joe Burrow.jpg""/>"
BurtMi00,Michael Burton,Rutgers,Draft: Detroit Lions in the 5th round (168th overall) of the 2015 NFL Draft.,"<img src=""Michael Burton.jpg""/>"
BushDe00,Deon Bush,Miami(FL),Draft: Chicago Bears in the 4th round (124th overall) of the 2016 NFL Draft.,"<img src=""Deon Bush.jpg""/>"
BushDe01,Devin Bush Jr.,Michigan,Draft: Pittsburgh Steelers in the 1st round (10th overall) of the 2019 NFL Draft.,"<img src=""Devin Bush Jr..jpg""/>"
ButkHa00,Harrison Butker,GeorgiaTech,Draft: Carolina Panthers in the 7th round (233rd overall) of the 2017 NFL Draft.,"<img src=""Harrison Butker.jpg""/>"
ButlDa00,Darien Butler,,"More bio, uniform, draft, salary info","<img src=""Darien Butler.jpg""/>"
ButlMa02,Matthew Butler,Tennessee,Draft: Las Vegas Raiders in the 5th round (175th overall) of the 2022 NFL Draft.,"<img src=""Matthew Butler.jpg""/>"
ButlPe00,Percy Butler,,Twitter:,"<img src=""Percy Butler.jpg""/>"
ButlVe00,Vernon Butler,LouisianaTech,Draft: Carolina Panthers in the 1st round (30th overall) of the 2016 NFL Draft.,"<img src=""Vernon Butler.jpg""/>"
ByarKe01,Kevin Byard,College:,	,"<img src=""Kevin Byard.jpg""/>"
ByneJo00,Josh Bynes,,"More bio, uniform, draft, salary info","<img src=""Josh Bynes.jpg""/>"
BynuCa00,Camryn Bynum,California,Draft: Minnesota Vikings in the 4th round (125th overall) of the 2021 NFL Draft.,"<img src=""Camryn Bynum.jpg""/>"
ByrdDa00,Damiere Byrd,SouthCarolina,"<img src=""Damiere Byrd.jpg""/>",
CabiJa00,Jason Cabinda,PennSt.,,"<img src=""Jason Cabinda.jpg""/>"
CageLa01,Lawrence Cager,Georgia,,"<img src=""Lawrence Cager.jpg""/>"
CajuYo00,Yodny Cajuste,,"More bio, uniform, draft, salary info","<img src=""Yodny Cajuste.jpg""/>"
CalcGr00,Grant Calcaterra,,,"<img src=""Grant Calcaterra.jpg""/>"
CaliAu00,Austin Calitro,WeightedCareerAV(100-95-...):8(9014thoverallsince1960),"<img src=""Austin Calitro.jpg""/>",
CallBr00,Bryce Callahan,,"More bio, uniform, draft, salary info","<img src=""Bryce Callahan.jpg""/>"
CallMa01,Marquez Callaway,Tennessee,Pronunciation: \mar-QWUEZ\,"<img src=""Marquez Callaway.jpg""/>"
CamaJa00,Jake Camarda,,Pronunciation: \Cuh-MAR-duh\,"<img src=""Jake Camarda.jpg""/>"
CampJa03,Jalen Camp,,"More bio, uniform, draft, salary info","<img src=""Jalen Camp.jpg""/>"
CampCa99,Calais Campbell,Miami(FL),Draft: Arizona Cardinals in the 2nd round (50th overall) of the 2008 NFL Draft.,"<img src=""Calais Campbell.jpg""/>"
CampDe00,De'Vondre Campbell,Minnesota,Draft: Atlanta Falcons in the 4th round (115th overall) of the 2016 NFL Draft.,"<img src=""De'Vondre Campbell.jpg""/>"
CampEl00,Elijah Campbell,"IowaWestern,",  ,"<img src=""Elijah Campbell.jpg""/>"
CampPa00,Parris Campbell,OhioSt.,Draft: Indianapolis Colts in the 2nd round (59th overall) of the 2019 NFL Draft.,"<img src=""Parris Campbell.jpg""/>"
CampTe00,Tevaughn Campbell,Regina,"<img src=""Tevaughn Campbell.jpg""/>",
CampTy01,Tyson Campbell,Georgia,Draft: Jacksonville Jaguars in the 2nd round (33rd overall) of the 2021 NFL Draft.,"<img src=""Tyson Campbell.jpg""/>"
CannA,A.J. Cann,,Pronunciation: \can\,"<img src=""A.J. Cann.jpg""/>"
CannMa00,Marcus Cannon,,,"<img src=""Marcus Cannon.jpg""/>"
CannTr00,Trenton Cannon,WeightedCareerAV(100-95-...):2(13368thoverallsince1960),"<img src=""Trenton Cannon.jpg""/>",
CappAl00,Alex Cappa,HumboldtSt.,"<img src=""Alex Cappa.jpg""/>",
CardJo00,Joe Cardona,Navy,Draft: New England Patriots in the 5th round (166th overall) of the 2015 NFL Draft.,"<img src=""Joe Cardona.jpg""/>"
CarlDa00,Daniel Carlson,Auburn,Draft: Minnesota Vikings in the 5th round (167th overall) of the 2018 NFL Draft.,"<img src=""Daniel Carlson.jpg""/>"
CarmJa00,Jackson Carman,Clemson,Draft: Cincinnati Bengals in the 2nd round (46th overall) of the 2021 NFL Draft.,"<img src=""Jackson Carman.jpg""/>"
CarpTa00,Tariq Carpenter,GeorgiaTech,Draft: Green Bay Packers in the 7th round (228th overall) of the 2022 NFL Draft.,"<img src=""Tariq Carpenter.jpg""/>"
CarrDe02,Derek Carr,College:,	,"<img src=""Derek Carr.jpg""/>"
CarrTr00,T.J. Carrie,,Twitter:,"<img src=""T.J. Carrie.jpg""/>"
CartCe00,Cethan Carter,,"More bio, uniform, draft, salary info","<img src=""Cethan Carter.jpg""/>"
CartDe02,DeAndre Carter,SacramentoSt.,"<img src=""DeAndre Carter.jpg""/>",
CartJa04,,,,"<img src="".jpg""/>"
CartJe00,Jermaine Carter Jr.,,,"<img src=""Jermaine Carter Jr..jpg""/>"
CartLo01,Lorenzo Carter,Georgia,Draft: New York Giants in the 3rd round (66th overall) of the 2018 NFL Draft.,"<img src=""Lorenzo Carter.jpg""/>"
CartMi02,Michael Carter,Duke,Draft: New York Jets in the 5th round (154th overall) of the 2021 NFL Draft.,"<img src=""Michael Carter.jpg""/>"
CartMi03,Michael Carter,NorthCarolina,Draft: New York Jets in the 4th round (107th overall) of the 2021 NFL Draft.,"<img src=""Michael Carter.jpg""/>"
CartRo03,,,,"<img src="".jpg""/>"
CartTJ00,,TCU,	,"<img src="".jpg""/>"
CartTJ01,,,"More bio, uniform, draft, salary info","<img src="".jpg""/>"
CartTo01,Tory Carter,,,"<img src=""Tory Carter.jpg""/>"
CartZa00,Zachary Carter,Florida,Draft: Cincinnati Bengals in the 3rd round (95th overall) of the 2022 NFL Draft.,"<img src=""Zachary Carter.jpg""/>"
CashBl00,Blake Cashman,Minnesota,Draft: New York Jets in the 5th round (157th overall) of the 2019 NFL Draft.,"<img src=""Blake Cashman.jpg""/>"
CastTa00,Tariq Castro-Fields,,Twitter:,"<img src=""Tariq Castro-Fields.jpg""/>"
CephQu00,Quintez Cephus,,,"<img src=""Quintez Cephus.jpg""/>"
ChacAn00,Andre Chachere,SanJoseSt.,Pronunciation: \SASH-er-ay\,"<img src=""Andre Chachere.jpg""/>"
ChaiKL00,,,Pronunciation: \KAY-luh-vahn CHASE-ahn\,"<img src="".jpg""/>"
ChanSe00,Sean Chandler,Temple,,"<img src=""Sean Chandler.jpg""/>"
ChanTy01,Ty Chandler,,,"<img src=""Ty Chandler.jpg""/>"
CharDJ00,DJ Chark,LSU,Draft: Jacksonville Jaguars in the 2nd round (61st overall) of the 2018 NFL Draft.,"<img src=""DJ Chark.jpg""/>"
CharSa00,Saahdiq Charles,LSU,Draft: Washington Football Team in the 4th round (108th overall) of the 2020 NFL Draft.,"<img src=""Saahdiq Charles.jpg""/>"
CharTa00,Taco Charlton,Michigan,Draft: Dallas Cowboys in the 1st round (28th overall) of the 2017 NFL Draft.,"<img src=""Taco Charlton.jpg""/>"
ChasJa00,Ja'Marr Chase,LSU,Draft: Cincinnati Bengals in the 1st round (5th overall) of the 2021 NFL Draft.,"<img src=""Ja'Marr Chase.jpg""/>"
CheeCa00,Camaron Cheeseman,Michigan,Draft: Washington Football Team in the 6th round (225th overall) of the 2021 NFL Draft.,"<img src=""Camaron Cheeseman.jpg""/>"
ChenLe00,Leo Chenal,Wisconsin,Draft: Kansas City Chiefs in the 3rd round (103rd overall) of the 2022 NFL Draft.,"<img src=""Leo Chenal.jpg""/>"
ChesAn00,Anthony Chesley,CoastalCarolina,"<img src=""Anthony Chesley.jpg""/>",
ChesJu00,Julius Chestnut,SacredHeart,"<img src=""Julius Chestnut.jpg""/>",
ChinJe00,Jeremy Chinn,SouthernIllinois,"<img src=""Jeremy Chinn.jpg""/>",
ChisDa00,Dan Chisena,PennSt.,"<img src=""Dan Chisena.jpg""/>",
ChriDr00,Drue Chrisman,OhioSt.,,"<img src=""Drue Chrisman.jpg""/>"
ChriBr00,Brady Christensen,BYU,Draft: Carolina Panthers in the 3rd round (70th overall) of the 2021 NFL Draft.,"<img src=""Brady Christensen.jpg""/>"
ChriGe01,Geron Christian,Louisville,	,"<img src=""Geron Christian.jpg""/>"
ChriCo00,Cole Christiansen,Army,"<img src=""Cole Christiansen.jpg""/>",
ChubBr00,Bradley Chubb,NorthCarolinaSt.,Draft: Denver Broncos in the 1st round (5th overall) of the 2018 NFL Draft.,"<img src=""Bradley Chubb.jpg""/>"
ChubNi00,Nick Chubb,Georgia,Draft: Cleveland Browns in the 2nd round (35th overall) of the 2018 NFL Draft.,"<img src=""Nick Chubb.jpg""/>"
CineLe00,Lewis Cine,Georgia,	,"<img src=""Lewis Cine.jpg""/>"
CiscAn00,Andre Cisco,Syracuse,	,"<img src=""Andre Cisco.jpg""/>"
ClapWi00,Will Clapp,LSU,Draft: New Orleans Saints in the 7th round (245th overall) of the 2018 NFL Draft.,"<img src=""Will Clapp.jpg""/>"
ClarCh00,Chuck Clark,VirginiaTech,Draft: Baltimore Ravens in the 6th round (186th overall) of the 2017 NFL Draft.,"<img src=""Chuck Clark.jpg""/>"
ClarDa02,Damone Clark,,Pronunciation: \duh-MONE\,"<img src=""Damone Clark.jpg""/>"
ClarFr01,Frank Clark,Michigan,Draft: Seattle Seahawks in the 2nd round (63rd overall) of the 2015 NFL Draft.,"<img src=""Frank Clark.jpg""/>"
ClarKe01,Kenny Clark,UCLA,Draft: Green Bay Packers in the 1st round (27th overall) of the 2016 NFL Draft.,"<img src=""Kenny Clark.jpg""/>"
ClarLe01,Le'Raven Clark,TexasTech,Draft: Indianapolis Colts in the 3rd round (82nd overall) of the 2016 NFL Draft.,"<img src=""Le'Raven Clark.jpg""/>"
ClayCh02,Chris Claybrooks,Memphis,Draft: Jacksonville Jaguars in the 7th round (223rd overall) of the 2020 NFL Draft.,"<img src=""Chris Claybrooks.jpg""/>"
ClayCh01,Chase Claypool,College:,	,"<img src=""Chase Claypool.jpg""/>"
ClemCo00,Corey Clement,Wisconsin,,"<img src=""Corey Clement.jpg""/>"
ClemMi03,Micheal Clemons,"Cisco(TX),",	,"<img src=""Micheal Clemons.jpg""/>"
ClevBe00,Ben Cleveland,Georgia,Draft: Baltimore Ravens in the 3rd round (94th overall) of the 2021 NFL Draft.,"<img src=""Ben Cleveland.jpg""/>"
ClevEz00,Ezra Cleveland,BoiseSt.,Draft: Minnesota Vikings in the 2nd round (58th overall) of the 2020 NFL Draft.,"<img src=""Ezra Cleveland.jpg""/>"
ClevTy00,Tyrie Cleveland,Florida,Draft: Denver Broncos in the 7th round (252nd overall) of the 2020 NFL Draft.,"<img src=""Tyrie Cleveland.jpg""/>"
ClinKa00,Kameron Cline,SouthDakota,"<img src=""Kameron Cline.jpg""/>",
ClowJa00,Jadeveon Clowney,SouthCarolina,Draft: Houston Texans in the 1st round (1st overall) of the 2014 NFL Draft.,"<img src=""Jadeveon Clowney.jpg""/>"
CobbRa00,Randall Cobb,College:,	,"<img src=""Randall Cobb.jpg""/>"
CochJa00,Jack Cochrane,SouthDakota,"<img src=""Jack Cochrane.jpg""/>",
CocoJa00,Jack Coco,,"More bio, uniform, draft, salary info","<img src=""Jack Coco.jpg""/>"
ColbAd00,Adrian Colbert,Miami(FL),Draft: San Francisco 49ers in the 7th round (229th overall) of the 2017 NFL Draft.,"<img src=""Adrian Colbert.jpg""/>"
ColeAJ01,AJ Cole III,NorthCarolinaSt.,,"<img src=""AJ Cole III.jpg""/>"
ColeDy00,Dylan Cole,MissouriState,"<img src=""Dylan Cole.jpg""/>",
ColeKe00,Keelan Cole,College:,"<img src=""Keelan Cole.jpg""/>",
ColeMa02,Mason Cole,Michigan,Draft: Arizona Cardinals in the 3rd round (97th overall) of the 2018 NFL Draft.,"<img src=""Mason Cole.jpg""/>"
ColeJu01,Justin Coleman,,"More bio, uniform, draft, salary info","<img src=""Justin Coleman.jpg""/>"
ColeLa03,Larnel Coleman,Massachusetts,Draft: Miami Dolphins in the 7th round (231st overall) of the 2021 NFL Draft.,"<img src=""Larnel Coleman.jpg""/>"
ColeTe01,Tevin Coleman,,Twitter:,"<img src=""Tevin Coleman.jpg""/>"
CollLJ00,L.J. Collier,TCU,Draft: Seattle Seahawks in the 1st round (29th overall) of the 2019 NFL Draft.,"<img src=""L.J. Collier.jpg""/>"
CollAv00,Aviante Collins,TCU,,"<img src=""Aviante Collins.jpg""/>"
CollJa00,Jamie Collins,,,"<img src=""Jamie Collins.jpg""/>"
CollLa01,La'el Collins,LSU,Pronunciation: \luh-EL\,"<img src=""La'el Collins.jpg""/>"
CollLa00,Landon Collins,,Twitter:,"<img src=""Landon Collins.jpg""/>"
CollMa00,Maliek Collins,Nebraska,Draft: Dallas Cowboys in the 3rd round (67th overall) of the 2016 NFL Draft.,"<img src=""Maliek Collins.jpg""/>"
CollNi00,Nico Collins,Michigan,Draft: Houston Texans in the 3rd round (89th overall) of the 2021 NFL Draft.,"<img src=""Nico Collins.jpg""/>"
CollZa00,Zaven Collins,Tulsa,Draft: Arizona Cardinals in the 1st round (16th overall) of the 2021 NFL Draft.,"<img src=""Zaven Collins.jpg""/>"
ColoTr01,,,"More bio, uniform, draft, salary info","<img src="".jpg""/>"
ComiJo00,John Cominsky,Charleston(WV),"<img src=""John Cominsky.jpg""/>",
CompTo00,Tom Compton,WeightedCareerAV(100-95-...):23(4884thoverallsince1960),"<img src=""Tom Compton.jpg""/>",
ConkJa00,Jack Conklin,MichiganSt.,Draft: Tennessee Titans in the 1st round (8th overall) of the 2016 NFL Draft.,"<img src=""Jack Conklin.jpg""/>"
ConkTy00,Tyler Conklin,CentralMichigan,Draft: Minnesota Vikings in the 5th round (157th overall) of the 2018 NFL Draft.,"<img src=""Tyler Conklin.jpg""/>"
ConlCh00,Chris Conley,Georgia,Draft: Kansas City Chiefs in the 3rd round (76th overall) of the 2015 NFL Draft.,"<img src=""Chris Conley.jpg""/>"
ConnRy00,Ryan Connelly,Wisconsin,Draft: New York Giants in the 5th round (143rd overall) of the 2019 NFL Draft.,"<img src=""Ryan Connelly.jpg""/>"
ConnJa00,James Conner,Pittsburgh,Draft: Pittsburgh Steelers in the 3rd round (105th overall) of the 2017 NFL Draft.,"<img src=""James Conner.jpg""/>"
ConnSn00,Snoop Conner,,Twitter:,"<img src=""Snoop Conner.jpg""/>"
ConnTa00,Tanner Conner,IdahoSt.,"<img src=""Tanner Conner.jpg""/>",
CookBr02,Bryan Cook,"Howard,",	,"<img src=""Bryan Cook.jpg""/>"
CookDa01,Dalvin Cook,FloridaSt.,Draft: Minnesota Vikings in the 2nd round (41st overall) of the 2017 NFL Draft.,"<img src=""Dalvin Cook.jpg""/>"
CookJa01,James Cook,,Twitter:,"<img src=""James Cook.jpg""/>"
CookLo00,Logan Cooke,College:,	,"<img src=""Logan Cooke.jpg""/>"
CookBr00,Brandin Cooks,OregonSt.,Draft: New Orleans Saints in the 1st round (20th overall) of the 2014 NFL Draft.,"<img src=""Brandin Cooks.jpg""/>"
CoopAm00,Amari Cooper,College:,	,"<img src=""Amari Cooper.jpg""/>"
CoopJo02,Jonathon Cooper,OhioSt.,Draft: Denver Broncos in the 7th round (239th overall) of the 2021 NFL Draft.,"<img src=""Jonathon Cooper.jpg""/>"
CoopPh00,Pharoh Cooper,,,"<img src=""Pharoh Cooper.jpg""/>"
CopeBr00,Brandon Copeland,WeightedCareerAV(100-95-...):13(7238thoverallsince1960),"<img src=""Brandon Copeland.jpg""/>",
CopeMa01,Marquise Copeland,Cincinnati,,"<img src=""Marquise Copeland.jpg""/>"
CorbAu00,Austin Corbett,Nevada,Draft: Cleveland Browns in the 2nd round (33rd overall) of the 2018 NFL Draft.,"<img src=""Austin Corbett.jpg""/>"
CosmSa00,Samuel Cosmi,Texas,Draft: Washington Football Team in the 2nd round (51st overall) of the 2021 NFL Draft.,"<img src=""Samuel Cosmi.jpg""/>"
CottLe00,Lester Cotton,Alabama,,"<img src=""Lester Cotton.jpg""/>"
CougCa00,Carter Coughlin,Minnesota,Draft: New York Giants in the 7th round (218th overall) of the 2020 NFL Draft.,"<img src=""Carter Coughlin.jpg""/>"
CousKi00,Kirk Cousins,College:,	,"<img src=""Kirk Cousins.jpg""/>"
CoutKe00,Keke Coutee,TexasTech,Draft: Houston Texans in the 4th round (103rd overall) of the 2018 NFL Draft.,"<img src=""Keke Coutee.jpg""/>"
CoveBr00,Britain Covey,Utah,Pronunciation: \KUHV-ee\,"<img src=""Britain Covey.jpg""/>"
CoviCh00,Christian Covington,Rice,Draft: Houston Texans in the 6th round (216th overall) of the 2015 NFL Draft.,"<img src=""Christian Covington.jpg""/>"
CowaRa00,Rashaad Coward,OldDominion,,"<img src=""Rashaad Coward.jpg""/>"
CowaBy00,Byron Cowart,Maryland,Draft: New England Patriots in the 5th round (159th overall) of the 2019 NFL Draft.,"<img src=""Byron Cowart.jpg""/>"
CoxxFl00,Fletcher Cox,MississippiSt.,Draft: Philadelphia Eagles in the 1st round (12th overall) of the 2012 NFL Draft.,"<img src=""Fletcher Cox.jpg""/>"
CoxxJa00,Jabril Cox,"NorthDakotaSt.,",	,"<img src=""Jabril Cox.jpg""/>"
CoxxMo00,Morgan Cox,Tennessee,Twitter:,"<img src=""Morgan Cox.jpg""/>"
CoylTy00,Tyler Coyle,(CollegeStats),,"<img src=""Tyler Coyle.jpg""/>"
CracRi00,River Cracraft,WashingtonSt.,Pronunciation: \CRAY-craft\,"<img src=""River Cracraft.jpg""/>"
CrawXa00,Xavier Crawford,,,"<img src=""Xavier Crawford.jpg""/>"
CronCo00,Coy Cronk,"Indiana,",	,"<img src=""Coy Cronk.jpg""/>"
CrosMa20,Mason Crosby,,,"<img src=""Mason Crosby.jpg""/>"
CrosMa00,Maxx Crosby,East.Michigan,Draft: Oakland Raiders in the 4th round (106th overall) of the 2019 NFL Draft.,"<img src=""Maxx Crosby.jpg""/>"
CrosCh00,Charles Cross,,Twitter:,"<img src=""Charles Cross.jpg""/>"
CrosNi00,Nick Cross,,Twitter:,"<img src=""Nick Cross.jpg""/>"
CrosKe00,Keion Crossen,WesternCarolina,"<img src=""Keion Crossen.jpg""/>",
CrowJa00,Jamison Crowder,College:,	,"<img src=""Jamison Crowder.jpg""/>"
CrowTa00,Tae Crowder,,"More bio, uniform, draft, salary info","<img src=""Tae Crowder.jpg""/>"
CruiDa00,Dane Cruikshank,Arizona,Draft: Tennessee Titans in the 5th round (152nd overall) of the 2018 NFL Draft.,"<img src=""Dane Cruikshank.jpg""/>"
CunnKo00,Korey Cunningham,Cincinnati,Draft: Arizona Cardinals in the 7th round (254th overall) of the 2018 NFL Draft.,"<img src=""Korey Cunningham.jpg""/>"
CunnZa00,Zach Cunningham,Vanderbilt,Draft: Houston Texans in the 2nd round (57th overall) of the 2017 NFL Draft.,"<img src=""Zach Cunningham.jpg""/>"
CurhJa00,Jake Curhan,California,,"<img src=""Jake Curhan.jpg""/>"
CurlKa00,Kamren Curl,Arkansas,Draft: Washington Football Team in the 7th round (216th overall) of the 2020 NFL Draft.,"<img src=""Kamren Curl.jpg""/>"
CurrVi00,Vinny Curry,,,"<img src=""Vinny Curry.jpg""/>"
CushLl00,Lloyd Cushenberry III,LSU,Draft: Denver Broncos in the 3rd round (83rd overall) of the 2020 NFL Draft.,"<img src=""Lloyd Cushenberry III.jpg""/>"
DaleDe00,Dennis Daley,SouthCarolina,Draft: Carolina Panthers in the 6th round (212th overall) of the 2019 NFL Draft.,"<img src=""Dennis Daley.jpg""/>"
DallDe00,DeeJay Dallas,College:,	,"<img src=""DeeJay Dallas.jpg""/>"
DalmDr00,Drew Dalman,Stanford,Draft: Atlanta Falcons in the 4th round (114th overall) of the 2021 NFL Draft.,"<img src=""Drew Dalman.jpg""/>"
DaltAn00,Andy Dalton,College:,	,"<img src=""Andy Dalton.jpg""/>"
DaltJa00,Jalen Dalton,,"More bio, uniform, draft, salary info","<img src=""Jalen Dalton.jpg""/>"
DalySc01,Scott Daly,,"More bio, uniform, draft, salary info","<img src=""Scott Daly.jpg""/>"
DaniCh00,Chase Daniel,,,"<img src=""Chase Daniel.jpg""/>"
DaniJa01,James Daniels,Iowa,Draft: Chicago Bears in the 2nd round (39th overall) of the 2018 NFL Draft.,"<img src=""James Daniels.jpg""/>"
DannMi00,Michael Danna,"CentralMichigan,",	,"<img src=""Michael Danna.jpg""/>"
